ID interno,Número da Nota Fiscal,série,Número de prestações,Data,Data de vencimento,Valor,Valor restante,Dias em débito,Nome,ID,Razão Social,CNPJ/CPF, Telefone,Representante de vendas,Prazo,Data de criação,Status,Tipo de Operação
589654,000060915,1,2,29/07/2025,27/09/2025,7990.00,.00,18,CJ5149 UNIMED TERESINA COOPERATIVA DE TRABALHO MEDICO - PI,CJ5149,UNIMED TERESINA COOPERATIVA DE TRABALHO MEDICO,07241136000566,8621078000,ADRIANA PIRES DE ARAUJO,"3x - Pagto em 30, 60 e 90 dias",19/12/2024 17:11,Pago,500 - VENDA A NÃO CONTRIBUINTE
589659,000060916,1,1,29/07/2025,28/08/2025,30810.40,.00,0,CJ2704 UNIMED ARAXA - MG,CJ2704,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,25910449000460,,MARIA EDUARDA  SOUZA FARIAS,1x - Pagamento em 30 dias,13/09/2021 9:59,Pago,500 - VENDA A NÃO CONTRIBUINTE
589662,000060917,1,1,29/07/2025,28/08/2025,30732.56,.00,0,CJ5609 IBCM - PORTO ALEGRE - RS,CJ5609,INSTITUICAO BENEFICENTE CORONEL MASSOT,92827666000136,(51) 3230-5500,Cintia Ines Vieira Santos,2x - Pagamento em 30 e 60 dias,23/07/2025 14:00,Pago,500 - VENDA A NÃO CONTRIBUINTE
589662,000060917,1,2,29/07/2025,27/09/2025,30732.55,.00,0,CJ5609 IBCM - PORTO ALEGRE - RS,CJ5609,INSTITUICAO BENEFICENTE CORONEL MASSOT,92827666000136,(51) 3230-5500,Cintia Ines Vieira Santos,2x - Pagamento em 30 e 60 dias,23/07/2025 14:00,Pago,500 - VENDA A NÃO CONTRIBUINTE
589663,000060918,1,1,29/07/2025,27/09/2025,9132.45,.00,13,CJ5146 HOSPITAL MINISTRO COSTA CAVALCANTI - FOZ DO IGUACU - PR,CJ5146,FUNDACAO DE SAUDE ITAIGUAPY,00304148000110,4535768000,Lucas Daniel Oliveira Chinarelli,1x - Pagamento em 60 dias,19/12/2024 11:02,Pago,500 - VENDA A NÃO CONTRIBUINTE
589666,000060919,1,1,29/07/2025,28/08/2025,8059.94,.00,0,CJ424 UNIMED DE PRESIDENTE PRUDENTE COOPERATIVA DE TRABALHO MEDICO - SP,CJ424,UNIMED DE PRES. PRUDENTE COOP DE TRABALHO MÉDICO,44863959000126,,Vanusa Garcia Da Silva,1x - Pagamento em 30 dias,11/08/2020 10:53,Pago,500 - VENDA A NÃO CONTRIBUINTE
589670,000060920,1,1,29/07/2025,26/08/2025,2439.08,.00,0,CJ3435 HOSPITAL UNIMED DE RIO CLARO - SP,CJ3435,UNIMED DE RIO CLARO SP COOPERATIVA DE TRABALHO MEDICO,44663631000590,,ANA CAROLINE DA SILVA XAVIER,1x - Pagamento em 28 dias,25/10/2022 9:18,Pago,500 - VENDA A NÃO CONTRIBUINTE
589883,000060921,1,1,30/07/2025,27/11/2025,4431.00,.00,0,CJ5276 HOSPITAL ISRAELITA ALBERTEINSTEIN - SÃO PAULO - SP,CJ5276,SOCIEDADE BENEF ISRAELITABRAS HOSPITAL ALBERT EINSTEIN,60765823000130,,BRUNA FARIA SÁ,1x - Pagamento em 120 dias,20/02/2025 11:16,Pago,500 - VENDA A NÃO CONTRIBUINTE
589937,000060922,1,1,30/07/2025,29/08/2025,26309.59,.00,0,CJ3290 HOSPITAL UNIMED REGIONAL JAU - SP,CJ3290,UNIMED REGIONAL JAU COOPERATIVA DE TRABALHO MEDICO,02322043000542,,Vanusa Garcia Da Silva,"3x - Pagto em 30, 45 e 60 dias",01/09/2022 9:12,Pago,500 - VENDA A NÃO CONTRIBUINTE
589937,000060922,1,3,30/07/2025,28/09/2025,26309.58,.00,0,CJ3290 HOSPITAL UNIMED REGIONAL JAU - SP,CJ3290,UNIMED REGIONAL JAU COOPERATIVA DE TRABALHO MEDICO,02322043000542,,Vanusa Garcia Da Silva,"3x - Pagto em 30, 45 e 60 dias",01/09/2022 9:12,Pago,500 - VENDA A NÃO CONTRIBUINTE
589937,000060922,1,2,30/07/2025,13/09/2025,26309.59,.00,0,CJ3290 HOSPITAL UNIMED REGIONAL JAU - SP,CJ3290,UNIMED REGIONAL JAU COOPERATIVA DE TRABALHO MEDICO,02322043000542,,Vanusa Garcia Da Silva,"3x - Pagto em 30, 45 e 60 dias",01/09/2022 9:12,Pago,500 - VENDA A NÃO CONTRIBUINTE
