ID interno,Número da Nota Fiscal,série,Número de prestações,Data,Data de vencimento,Valor,Valor restante,Dias em débito,Nome,ID,Razão Social,CNPJ/CPF, Telefone,Representante de vendas,Prazo,Data de criação,Status,Tipo de Operação
401547,000046279,1,1,01/08/2024,31/08/2024,31620.60,.00,0,CJ3508 UNIMED DE TATUI - SP,CJ3508,UNIMED DE TATUI COOPERATIVA DE TRABALHO MEDICO,00006037000470,,ANA CAROLINE DA SILVA XAVIER,1x - Pagamento em 30 dias,25/11/2022 8:59,Pago,500 - VENDA A NÃO CONTRIBUINTE
401549,000046280,1,1,01/08/2024,31/08/2024,5745.91,.00,0,CJ3290 HOSPITAL UNIMED REGIONAL JAU - SP,CJ3290,UNIMED REGIONAL JAU COOPERATIVA DE TRABALHO MEDICO,02322043000542,,Vanusa Garcia Da Silva,"3x - Pagto em 30, 45 e 60 dias",01/09/2022 9:12,Pago,500 - VENDA A NÃO CONTRIBUINTE
401549,000046280,1,3,01/08/2024,30/09/2024,5745.92,.00,0,CJ3290 HOSPITAL UNIMED REGIONAL JAU - SP,CJ3290,UNIMED REGIONAL JAU COOPERATIVA DE TRABALHO MEDICO,02322043000542,,Vanusa Garcia Da Silva,"3x - Pagto em 30, 45 e 60 dias",01/09/2022 9:12,Pago,500 - VENDA A NÃO CONTRIBUINTE
401549,000046280,1,2,01/08/2024,15/09/2024,5745.91,.00,0,CJ3290 HOSPITAL UNIMED REGIONAL JAU - SP,CJ3290,UNIMED REGIONAL JAU COOPERATIVA DE TRABALHO MEDICO,02322043000542,,Vanusa Garcia Da Silva,"3x - Pagto em 30, 45 e 60 dias",01/09/2022 9:12,Pago,500 - VENDA A NÃO CONTRIBUINTE
401550,000046281,1,1,01/08/2024,31/08/2024,11288.00,.00,2,CJ3264 NOVO HOSPITAL ROD UNIMED SALTO ITU - SP,CJ3264,UNIMED SALTO/ITU - COOPERATIVA MEDICA,58837188001189,,ANA CAROLINE DA SILVA XAVIER,1x - Pagamento em 30 dias,19/08/2022 16:08,Pago,500 - VENDA A NÃO CONTRIBUINTE
401551,000046282,1,1,01/08/2024,31/08/2024,5163.23,.00,0,CJ4842 CENTRO DE DIAGNOSTICO E TRATAMENTO DE NEOPLASIAS - PONTA GROSSA - PR,CJ4842,CENTRO DE DIAGNOSTICO E TRATAMENTO DE NEOPLASIAS LTDA,01751584000108,,Lucas Daniel Oliveira Chinarelli,1x - Pagamento em 30 dias,23/07/2024 14:15,Pago,500 - VENDA A NÃO CONTRIBUINTE
401553,000046283,1,1,01/08/2024,31/08/2024,644.55,.00,2,CJ4360 HOSPITAL E MATERNIDADE SAO FRANCISCO DE ASSIS - CARIACICA - ES,CJ4360,HOSPITAL E MATERNIDADE SAO FRANCISCO DE ASSIS S/A,30779649000113,,CARTEIRA INTERNA,2x - Pagamento em 30 e 60 dias,09/02/2024 9:36,Pago,500 - VENDA A NÃO CONTRIBUINTE
401553,000046283,1,2,01/08/2024,30/09/2024,644.55,.00,1,CJ4360 HOSPITAL E MATERNIDADE SAO FRANCISCO DE ASSIS - CARIACICA - ES,CJ4360,HOSPITAL E MATERNIDADE SAO FRANCISCO DE ASSIS S/A,30779649000113,,CARTEIRA INTERNA,2x - Pagamento em 30 e 60 dias,09/02/2024 9:36,Pago,500 - VENDA A NÃO CONTRIBUINTE
401864,000046284,1,1,01/08/2024,31/08/2024,28000.00,.00,2,CJ161 UNIMED DE PIRACICABA - SP,CJ161,UNIMED DE PIRACICABA SOC COOP DE SERVIÇOS MEDICOS,44803922000293,,ANA CAROLINE DA SILVA XAVIER,1x - Pagamento em 30 dias,31/07/2020 18:48,Pago,500 - VENDA A NÃO CONTRIBUINTE
401865,000046285,1,1,01/08/2024,31/08/2024,25748.55,.00,5,CJ3032 PRONTO SOCORRO MEDSENIOR - BELO HORIZONTE - MG,CJ3032,SAMEDIL SERVICOS DE ATENDIMENTO MEDICO SA,31466949001772,,BHEATRIZ M BRAND BAPTISTA,1x - Pagamento em 30 dias,09/05/2022 14:40,Pago,500 - VENDA A NÃO CONTRIBUINTE
401866,000046286,1,1,01/08/2024,30/10/2024,6360.00,.00,0,CJ058 ESHO EMPRESA DE SERVICOS HOSPITALARES - SAO PAULO - SP,CJ058,ESHO EMPRESA DE SERVICOS HOSPITALARES S.A.,29435005009932,,BRUNA FARIA SÁ,1x - Pagamento em 90 dias,31/07/2020 18:48,Pago,500 - VENDA A NÃO CONTRIBUINTE
401867,000046287,1,1,01/08/2024,31/08/2024,1122.00,.00,3,CJ4744 HOSPITAL UNIMED BLUMENAU - SC,CJ4744,UNIMED BLUMENAU - COOPERATIVA DE TRABALHO MEDICO,82624776001623,,CARTEIRA INTERNA,1x - Pagamento em 30 dias,24/06/2024 14:31,Pago,500 - VENDA A NÃO CONTRIBUINTE
401870,000046288,1,1,01/08/2024,29/08/2024,409.48,.00,0,CJ4111 HOSPITAL REGIONAL ILHA SOLTEIRA - CENTRO - SP,CJ4111,ASSOCIAÇAO LAR SAO FRANCISCO ASSIS NA PROVIDENCIA DE DEUS,53221255003409,,CARTEIRA INTERNA,1x - Pagamento em 28 dias,07/11/2023 10:38,Pago,500 - VENDA A NÃO CONTRIBUINTE
401871,000046289,1,1,01/08/2024,31/08/2024,15474.57,.00,0,CJ168 UNIMED NORTE DE MINAS - MONTES CLAROS - MG,CJ168,UNIMED MONTES CLAROS COOP DE TRABALHO MEDICO LTDA,16921561000163,,MATEUS AUGUSTO LEME CRISPIM,2x - Pagamento em 30 e 60 dias,31/07/2020 18:48,Pago,504 - VENDA À ORDEM NÃO CONTRIBUINTE
401871,000046289,1,2,01/08/2024,30/09/2024,15474.57,.00,0,CJ168 UNIMED NORTE DE MINAS - MONTES CLAROS - MG,CJ168,UNIMED MONTES CLAROS COOP DE TRABALHO MEDICO LTDA,16921561000163,,MATEUS AUGUSTO LEME CRISPIM,2x - Pagamento em 30 e 60 dias,31/07/2020 18:48,Pago,504 - VENDA À ORDEM NÃO CONTRIBUINTE
401872,000046291,1,1,01/08/2024,31/08/2024,8740.82,.00,12,CJ364 OMINT SAUDE - SAO PAULO - SP,CJ364,OMINT SERVIÇOS DE SAUDE S.A.,44673382000190,,BRUNA FARIA SÁ,1x - Pagamento em 30 dias,02/08/2020 16:55,Pago,504 - VENDA À ORDEM NÃO CONTRIBUINTE
401873,000046290,1,1,01/08/2024,31/08/2024,15474.57,15474.57,623,CF4871 MARIA APARECIDA BRANT ATAIDE,CF4871,MARIA APARECIDA BRANT ATAIDE,95948589668,3832291502,,2x - Pagamento em 30 e 60 dias,01/08/2024 9:47,Não pago,505 - REMESSA POR CONTA E ORDEM DE TERCEIROS
401873,000046290,1,2,01/08/2024,30/09/2024,15474.57,15474.57,593,CF4871 MARIA APARECIDA BRANT ATAIDE,CF4871,MARIA APARECIDA BRANT ATAIDE,95948589668,3832291502,,2x - Pagamento em 30 e 60 dias,01/08/2024 9:47,Não pago,505 - REMESSA POR CONTA E ORDEM DE TERCEIROS
401874,000046292,1,1,01/08/2024,31/08/2024,8740.82,8740.82,623,CF3666 MAURICIO GONCALVES BATISTA,CF3666,MAURICIO GONCALVES BATISTA,33917585898,1197451-9440,,1x - Pagamento em 30 dias,18/04/2023 11:01,Não pago,505 - REMESSA POR CONTA E ORDEM DE TERCEIROS
401916,000046293,1,1,01/08/2024,31/08/2024,32487.27,.00,0,CJ4870 UNIMED VALE DO PIQUIRI - PALOTINA - PR,CJ4870,UNIMED VALE DO PIQUIRI - COOP TRABA MEDICO VALE  DO PIQUIRI,80525652000189,,Lucas Daniel Oliveira Chinarelli,1x - Pagamento em 30 dias,01/08/2024 9:42,Pago,500 - VENDA A NÃO CONTRIBUINTE
401917,000046294,1,1,01/08/2024,31/08/2024,22870.00,.00,2,CJ2704 UNIMED ARAXA - MG,CJ2704,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,25910449000460,,MARIA EDUARDA  SOUZA FARIAS,1x - Pagamento em 30 dias,13/09/2021 9:59,Pago,500 - VENDA A NÃO CONTRIBUINTE
401918,000046295,1,1,01/08/2024,31/08/2024,13882.10,.00,2,CJ3022 CENTRO DE ONCOLOGIA MEDSENIOR - VITORIA - ES,CJ3022,SAMEDIL SERVICOS DE ATENDIMENTO MEDICO SA,31466949000539,,MATEUS AUGUSTO LEME CRISPIM,1x - Pagamento em 30 dias,04/05/2022 9:13,Pago,500 - VENDA A NÃO CONTRIBUINTE
401920,000046296,1,1,01/08/2024,30/10/2024,5796.84,.00,0,CJ4869 HOSPITAL ALVORADA MOEMA - SAO PAULO - SP,CJ4869,HOSPITAL ALVORADA TAGUATINGA LTDA,08100676000592,,BRUNA FARIA SÁ,1x - Pagamento em 90 dias,01/08/2024 8:58,Pago,500 - VENDA A NÃO CONTRIBUINTE
401924,000046297,1,1,01/08/2024,11/08/2024,6129.60,.00,0,CJ3703 HOSPITAL LUXEMBURGO - BELO HORIZONTE - MG,CJ3703,ASSOCIACAO MARIO PENNA,17513235000260,,MATEUS AUGUSTO LEME CRISPIM,1x - Pagamento em 10 dias,04/05/2023 15:53,Pago,500 - VENDA A NÃO CONTRIBUINTE
401926,000046298,1,1,01/08/2024,01/08/2024,32.50,.00,7,CJ3703 HOSPITAL LUXEMBURGO - BELO HORIZONTE - MG,CJ3703,ASSOCIACAO MARIO PENNA,17513235000260,,MATEUS AUGUSTO LEME CRISPIM,À vista - Pagamento mesmo dia,04/05/2023 15:53,Pago,500 - VENDA A NÃO CONTRIBUINTE
401927,000046299,1,1,01/08/2024,30/10/2024,2385.00,.00,0,CJ4869 HOSPITAL ALVORADA MOEMA - SAO PAULO - SP,CJ4869,HOSPITAL ALVORADA TAGUATINGA LTDA,08100676000592,,BRUNA FARIA SÁ,1x - Pagamento em 90 dias,01/08/2024 8:58,Pago,500 - VENDA A NÃO CONTRIBUINTE
401928,000046300,1,1,01/08/2024,30/10/2024,1184.10,.00,0,CJ4869 HOSPITAL ALVORADA MOEMA - SAO PAULO - SP,CJ4869,HOSPITAL ALVORADA TAGUATINGA LTDA,08100676000592,,BRUNA FARIA SÁ,1x - Pagamento em 90 dias,01/08/2024 8:58,Pago,500 - VENDA A NÃO CONTRIBUINTE
401929,000046301,1,1,01/08/2024,30/10/2024,395.61,.00,0,CJ4869 HOSPITAL ALVORADA MOEMA - SAO PAULO - SP,CJ4869,HOSPITAL ALVORADA TAGUATINGA LTDA,08100676000592,,BRUNA FARIA SÁ,1x - Pagamento em 90 dias,01/08/2024 8:58,Pago,500 - VENDA A NÃO CONTRIBUINTE
401930,000046302,1,1,01/08/2024,31/08/2024,8632.00,.00,0,CJ4227 UNIMED MACHADO - SP,CJ4227,UNIMED MACHADO COOPERATIVA DE TRABALHO MEDICO,86584901000193,,CARTEIRA INTERNA,1x - Pagamento em 30 dias,18/12/2023 15:55,Pago,500 - VENDA A NÃO CONTRIBUINTE
401931,000046303,1,1,01/08/2024,31/08/2024,4085.25,.00,2,CJ2001 UNIMED DE SANTOS - SP,CJ2001,UNIMED DE SANTOS COOPERATIVA DE TRABALHO MÉDICO,58229691001402,,BRUNA FARIA SÁ,1x - Pagamento em 30 dias,09/04/2021 13:20,Pago,500 - VENDA A NÃO CONTRIBUINTE
401935,000046304,1,1,01/08/2024,31/08/2024,5278.80,.00,2,CJ2001 UNIMED DE SANTOS - SP,CJ2001,UNIMED DE SANTOS COOPERATIVA DE TRABALHO MÉDICO,58229691001402,,BRUNA FARIA SÁ,1x - Pagamento em 30 dias,09/04/2021 13:20,Pago,500 - VENDA A NÃO CONTRIBUINTE
401938,000046305,1,1,01/08/2024,31/08/2024,7338.15,.00,2,CJ3032 PRONTO SOCORRO MEDSENIOR - BELO HORIZONTE - MG,CJ3032,SAMEDIL SERVICOS DE ATENDIMENTO MEDICO SA,31466949001772,,BHEATRIZ M BRAND BAPTISTA,1x - Pagamento em 30 dias,09/05/2022 14:40,Pago,500 - VENDA A NÃO CONTRIBUINTE
401939,000046306,1,1,01/08/2024,31/08/2024,45189.67,.00,2,CJ1900 COMPLEXO HOSPITALAR SANTA CASA BRAGANCA PAULISTA - SP,CJ1900,IRM DO SR BOM JESUS DOS PASSOS DA STA CASA MIS BRG PTA,45615309000124,(11) 4481-8234,ANA CAROLINE DA SILVA XAVIER,"3x - Pagto em 30, 60 e 90 dias",04/03/2021 12:04,Pago,500 - VENDA A NÃO CONTRIBUINTE
401939,000046306,1,3,01/08/2024,30/10/2024,45189.66,.00,0,CJ1900 COMPLEXO HOSPITALAR SANTA CASA BRAGANCA PAULISTA - SP,CJ1900,IRM DO SR BOM JESUS DOS PASSOS DA STA CASA MIS BRG PTA,45615309000124,(11) 4481-8234,ANA CAROLINE DA SILVA XAVIER,"3x - Pagto em 30, 60 e 90 dias",04/03/2021 12:04,Pago,500 - VENDA A NÃO CONTRIBUINTE
401939,000046306,1,2,01/08/2024,30/09/2024,45189.67,.00,0,CJ1900 COMPLEXO HOSPITALAR SANTA CASA BRAGANCA PAULISTA - SP,CJ1900,IRM DO SR BOM JESUS DOS PASSOS DA STA CASA MIS BRG PTA,45615309000124,(11) 4481-8234,ANA CAROLINE DA SILVA XAVIER,"3x - Pagto em 30, 60 e 90 dias",04/03/2021 12:04,Pago,500 - VENDA A NÃO CONTRIBUINTE
402002,000046307,1,1,01/08/2024,31/08/2024,28127.13,.00,2,CJ4595 UNIMED DE SOROCABA - SP,CJ4595,UNIMED DE SOROCABA COOPERATIVA DE TRABALHO MEDICO,45399961000230,,ANA CAROLINE DA SILVA XAVIER,"3x - Pagto em 30, 60 e 90 dias",09/05/2024 11:57,Pago,500 - VENDA A NÃO CONTRIBUINTE
402002,000046307,1,3,01/08/2024,30/10/2024,28127.14,.00,0,CJ4595 UNIMED DE SOROCABA - SP,CJ4595,UNIMED DE SOROCABA COOPERATIVA DE TRABALHO MEDICO,45399961000230,,ANA CAROLINE DA SILVA XAVIER,"3x - Pagto em 30, 60 e 90 dias",09/05/2024 11:57,Pago,500 - VENDA A NÃO CONTRIBUINTE
402002,000046307,1,2,01/08/2024,30/09/2024,28127.13,.00,0,CJ4595 UNIMED DE SOROCABA - SP,CJ4595,UNIMED DE SOROCABA COOPERATIVA DE TRABALHO MEDICO,45399961000230,,ANA CAROLINE DA SILVA XAVIER,"3x - Pagto em 30, 60 e 90 dias",09/05/2024 11:57,Pago,500 - VENDA A NÃO CONTRIBUINTE
402003,000046309,1,1,01/08/2024,31/08/2024,26956.67,.00,2,CJ3470 ONCO CLINICAS - SOROCABA - SP,CJ3470,ONCO CLINICAS ESPECIALIZADAS LTDA,60112299000106,,ANA CAROLINE DA SILVA XAVIER,"3x - Pagto em 30, 60 e 90 dias",09/11/2022 12:00,Pago,500 - VENDA A NÃO CONTRIBUINTE
402003,000046309,1,3,01/08/2024,30/10/2024,26956.66,.00,0,CJ3470 ONCO CLINICAS - SOROCABA - SP,CJ3470,ONCO CLINICAS ESPECIALIZADAS LTDA,60112299000106,,ANA CAROLINE DA SILVA XAVIER,"3x - Pagto em 30, 60 e 90 dias",09/11/2022 12:00,Pago,500 - VENDA A NÃO CONTRIBUINTE
402003,000046309,1,2,01/08/2024,30/09/2024,26956.67,.00,0,CJ3470 ONCO CLINICAS - SOROCABA - SP,CJ3470,ONCO CLINICAS ESPECIALIZADAS LTDA,60112299000106,,ANA CAROLINE DA SILVA XAVIER,"3x - Pagto em 30, 60 e 90 dias",09/11/2022 12:00,Pago,500 - VENDA A NÃO CONTRIBUINTE
402005,000046310,1,1,01/08/2024,31/08/2024,20596.27,.00,2,CJ4595 UNIMED DE SOROCABA - SP,CJ4595,UNIMED DE SOROCABA COOPERATIVA DE TRABALHO MEDICO,45399961000230,,ANA CAROLINE DA SILVA XAVIER,2x - Pagamento em 30 e 60 dias,09/05/2024 11:57,Pago,500 - VENDA A NÃO CONTRIBUINTE
402005,000046310,1,2,01/08/2024,30/09/2024,20596.27,.00,0,CJ4595 UNIMED DE SOROCABA - SP,CJ4595,UNIMED DE SOROCABA COOPERATIVA DE TRABALHO MEDICO,45399961000230,,ANA CAROLINE DA SILVA XAVIER,2x - Pagamento em 30 e 60 dias,09/05/2024 11:57,Pago,500 - VENDA A NÃO CONTRIBUINTE
402007,000046311,1,1,01/08/2024,31/08/2024,9295.29,.00,2,CJ102 SANTA CASA DE MISERICORDIA DE RIO CLARO - SP,CJ102,IRMANDADE SANTA CASA DE MISERICORDIA DE RIO CLARO,56384183000140,,ANA CAROLINE DA SILVA XAVIER,"3x - Pagto em 30, 45 e 60 dias",31/07/2020 18:48,Pago,500 - VENDA A NÃO CONTRIBUINTE
402007,000046311,1,3,01/08/2024,30/09/2024,9295.30,.00,0,CJ102 SANTA CASA DE MISERICORDIA DE RIO CLARO - SP,CJ102,IRMANDADE SANTA CASA DE MISERICORDIA DE RIO CLARO,56384183000140,,ANA CAROLINE DA SILVA XAVIER,"3x - Pagto em 30, 45 e 60 dias",31/07/2020 18:48,Pago,500 - VENDA A NÃO CONTRIBUINTE
402007,000046311,1,2,01/08/2024,15/09/2024,9295.29,.00,1,CJ102 SANTA CASA DE MISERICORDIA DE RIO CLARO - SP,CJ102,IRMANDADE SANTA CASA DE MISERICORDIA DE RIO CLARO,56384183000140,,ANA CAROLINE DA SILVA XAVIER,"3x - Pagto em 30, 45 e 60 dias",31/07/2020 18:48,Pago,500 - VENDA A NÃO CONTRIBUINTE
402009,000046312,1,1,01/08/2024,31/08/2024,6971.45,.00,2,CJ3228 UNIMED HOSPITAL SAO DOMINGOS - CATANDUVA - SP,CJ3228,UNIMED DE CATANDUVA - COOPERATIVA DE TRABALHO MEDICO,45118429001279,,ANA CAROLINE DA SILVA XAVIER,2x - Pagamento em 30 e 60 dias,09/08/2022 16:07,Pago,500 - VENDA A NÃO CONTRIBUINTE
402009,000046312,1,2,01/08/2024,30/09/2024,6971.45,.00,0,CJ3228 UNIMED HOSPITAL SAO DOMINGOS - CATANDUVA - SP,CJ3228,UNIMED DE CATANDUVA - COOPERATIVA DE TRABALHO MEDICO,45118429001279,,ANA CAROLINE DA SILVA XAVIER,2x - Pagamento em 30 e 60 dias,09/08/2022 16:07,Pago,500 - VENDA A NÃO CONTRIBUINTE
402011,000046313,1,1,01/08/2024,30/10/2024,8940.68,.00,0,CJ078 AMERICAS MEDICAL CITY  HOSPITAL SAMARITANO,CJ078,HOSPITAL ALVORADA TAGUATINGA LTDA,08100676002102,,CARTEIRA INTERNA,1x - Pagamento em 90 dias,31/07/2020 18:48,Pago,500 - VENDA A NÃO CONTRIBUINTE
402012,000046314,1,1,01/08/2024,31/08/2024,5815.48,.00,2,CJ204 UNIMED LESTE PAULISTA - SAO JOAO DA BOA VISTA - SP,CJ204,UNIMED LESTE PAULISTA COOPERATIVA DE TRABALHO MÉDICO,53678264000246,,ANA CAROLINE DA SILVA XAVIER,1x - Pagamento em 30 dias,31/07/2020 18:49,Pago,500 - VENDA A NÃO CONTRIBUINTE
402013,000046315,1,1,01/08/2024,31/08/2024,816.47,.00,2,CJ3228 UNIMED HOSPITAL SAO DOMINGOS - CATANDUVA - SP,CJ3228,UNIMED DE CATANDUVA - COOPERATIVA DE TRABALHO MEDICO,45118429001279,,ANA CAROLINE DA SILVA XAVIER,2x - Pagamento em 30 e 60 dias,09/08/2022 16:07,Pago,500 - VENDA A NÃO CONTRIBUINTE
402013,000046315,1,2,01/08/2024,30/09/2024,816.47,.00,0,CJ3228 UNIMED HOSPITAL SAO DOMINGOS - CATANDUVA - SP,CJ3228,UNIMED DE CATANDUVA - COOPERATIVA DE TRABALHO MEDICO,45118429001279,,ANA CAROLINE DA SILVA XAVIER,2x - Pagamento em 30 e 60 dias,09/08/2022 16:07,Pago,500 - VENDA A NÃO CONTRIBUINTE
402037,000046316,1,1,01/08/2024,31/08/2024,21869.04,.00,0,CJ364 OMINT SAUDE - SAO PAULO - SP,CJ364,OMINT SERVIÇOS DE SAUDE S.A.,44673382000190,,BRUNA FARIA SÁ,1x - Pagamento em 30 dias,02/08/2020 16:55,Pago,504 - VENDA À ORDEM NÃO CONTRIBUINTE
402039,000046318,1,1,01/08/2024,31/08/2024,10793.28,.00,0,CJ364 OMINT SAUDE - SAO PAULO - SP,CJ364,OMINT SERVIÇOS DE SAUDE S.A.,44673382000190,,BRUNA FARIA SÁ,1x - Pagamento em 30 dias,02/08/2020 16:55,Pago,504 - VENDA À ORDEM NÃO CONTRIBUINTE
402041,000046320,1,1,01/08/2024,31/08/2024,5396.64,.00,0,CJ364 OMINT SAUDE - SAO PAULO - SP,CJ364,OMINT SERVIÇOS DE SAUDE S.A.,44673382000190,,BRUNA FARIA SÁ,1x - Pagamento em 30 dias,02/08/2020 16:55,Pago,504 - VENDA À ORDEM NÃO CONTRIBUINTE
402044,000046317,1,1,01/08/2024,31/08/2024,21869.04,21869.04,623,CF4263 GIOVANNA T MENDES SILVA,CF4263,GIOVANNA TUCCI MENDES SILVA,43365607811,11966330032,,1x - Pagamento em 30 dias,05/01/2024 15:26,Não pago,505 - REMESSA POR CONTA E ORDEM DE TERCEIROS
402052,000046319,1,1,01/08/2024,31/08/2024,10793.28,10793.28,623,CF4556 CAMILA ROBERTA D MIRANDA,CF4556,CAMILA ROBERTA DA SILVA MIRANDA,34987867842,11975243302,,1x - Pagamento em 30 dias,22/04/2024 16:34,Não pago,505 - REMESSA POR CONTA E ORDEM DE TERCEIROS
402054,000046321,1,1,01/08/2024,31/08/2024,5396.64,5396.64,623,CF4616 MARIANNA H LEITAO DE SOUZA,CF4616,MARIANNA HELOIZE LEITAO DE SOUZA,39544178805,11979716183,,1x - Pagamento em 30 dias,13/05/2024 13:41,Não pago,505 - REMESSA POR CONTA E ORDEM DE TERCEIROS
402055,000046322,1,1,01/08/2024,31/08/2024,5396.64,.00,0,CJ364 OMINT SAUDE - SAO PAULO - SP,CJ364,OMINT SERVIÇOS DE SAUDE S.A.,44673382000190,,BRUNA FARIA SÁ,1x - Pagamento em 30 dias,02/08/2020 16:55,Pago,504 - VENDA À ORDEM NÃO CONTRIBUINTE
402058,000046324,1,1,01/08/2024,31/08/2024,5396.64,.00,0,CJ364 OMINT SAUDE - SAO PAULO - SP,CJ364,OMINT SERVIÇOS DE SAUDE S.A.,44673382000190,,BRUNA FARIA SÁ,1x - Pagamento em 30 dias,02/08/2020 16:55,Pago,504 - VENDA À ORDEM NÃO CONTRIBUINTE
402061,000046323,1,1,01/08/2024,31/08/2024,5396.64,5396.64,623,CF4872 DENISE KELLY SILVA ONISHI,CF4872,DENISE KELLY SILVA ONISHI,34683292882,1198268-9010,,1x - Pagamento em 30 dias,01/08/2024 16:11,Não pago,505 - REMESSA POR CONTA E ORDEM DE TERCEIROS
402062,000046325,1,1,01/08/2024,31/08/2024,5396.64,5396.64,623,CF4583 MONICA F KRASILCHIK,CF4583,MONICA FRAJZINGER KRASILCHIK,06391793808,11981114054,,1x - Pagamento em 30 dias,03/05/2024 16:42,Não pago,505 - REMESSA POR CONTA E ORDEM DE TERCEIROS
402065,000046326,1,1,01/08/2024,31/08/2024,146150.70,.00,2,CJ4814 UNIMED PARANA - CURITIBA - PR,CJ4814,UNIMED DO ESTADO DO PARANA - FEDERACAO ESTADUAL COOP MEDICAS,78339439000130,,Lucas Daniel Oliveira Chinarelli,1x - Pagamento em 30 dias,17/07/2024 12:36,Pago,500 - VENDA A NÃO CONTRIBUINTE
402077,000199030,1,1,01/08/2024,31/08/2024,10066.42,.00,2,CJ176 HOSPITAL UNIMED RESENDE - RJ,CJ176,UNIMED RESENDE RJ COOPERATIVA DE TRABALHO MEDICO,68709211000212,,ADRIANA PIRES DE ARAUJO,"3x - Pagto em 30, 45 e 60 dias",31/07/2020 18:49,Pago,500 - VENDA A NÃO CONTRIBUINTE
402077,000199030,1,3,01/08/2024,30/09/2024,10066.41,.00,0,CJ176 HOSPITAL UNIMED RESENDE - RJ,CJ176,UNIMED RESENDE RJ COOPERATIVA DE TRABALHO MEDICO,68709211000212,,ADRIANA PIRES DE ARAUJO,"3x - Pagto em 30, 45 e 60 dias",31/07/2020 18:49,Pago,500 - VENDA A NÃO CONTRIBUINTE
402077,000199030,1,2,01/08/2024,15/09/2024,10066.42,.00,1,CJ176 HOSPITAL UNIMED RESENDE - RJ,CJ176,UNIMED RESENDE RJ COOPERATIVA DE TRABALHO MEDICO,68709211000212,,ADRIANA PIRES DE ARAUJO,"3x - Pagto em 30, 45 e 60 dias",31/07/2020 18:49,Pago,500 - VENDA A NÃO CONTRIBUINTE
402500,000046327,1,1,02/08/2024,01/09/2024,94498.74,.00,1,CJ2141 UNIMED DE MARILIA - SALGADO FILHO - SP,CJ2141,UNIMED DE MARILIA COOPERATIVA DE TRABALHO MEDICO,66872888000160,,Vanusa Garcia Da Silva,1x - Pagamento em 30 dias,14/04/2021 15:58,Pago,500 - VENDA A NÃO CONTRIBUINTE
402501,000046328,1,1,02/08/2024,01/09/2024,80790.33,.00,1,CJ2141 UNIMED DE MARILIA - SALGADO FILHO - SP,CJ2141,UNIMED DE MARILIA COOPERATIVA DE TRABALHO MEDICO,66872888000160,,Vanusa Garcia Da Silva,1x - Pagamento em 30 dias,14/04/2021 15:58,Pago,500 - VENDA A NÃO CONTRIBUINTE
402503,000046329,1,1,02/08/2024,01/09/2024,9295.29,.00,1,CJ2007 HOSPITAL SAO VICENTE - SAO JOSÉ DO RIO PARDO -SP,CJ2007,SANTA CASA DE MISERICÓRDIA HOSPITAL SÃO VICENTE,59901454000186,,ANA CAROLINE DA SILVA XAVIER,"3x - Pagto em 30, 45 e 60 dias",12/04/2021 16:01,Pago,500 - VENDA A NÃO CONTRIBUINTE
402503,000046329,1,3,02/08/2024,01/10/2024,9295.30,.00,0,CJ2007 HOSPITAL SAO VICENTE - SAO JOSÉ DO RIO PARDO -SP,CJ2007,SANTA CASA DE MISERICÓRDIA HOSPITAL SÃO VICENTE,59901454000186,,ANA CAROLINE DA SILVA XAVIER,"3x - Pagto em 30, 45 e 60 dias",12/04/2021 16:01,Pago,500 - VENDA A NÃO CONTRIBUINTE
402503,000046329,1,2,02/08/2024,16/09/2024,9295.29,.00,0,CJ2007 HOSPITAL SAO VICENTE - SAO JOSÉ DO RIO PARDO -SP,CJ2007,SANTA CASA DE MISERICÓRDIA HOSPITAL SÃO VICENTE,59901454000186,,ANA CAROLINE DA SILVA XAVIER,"3x - Pagto em 30, 45 e 60 dias",12/04/2021 16:01,Pago,500 - VENDA A NÃO CONTRIBUINTE
402504,000046330,1,1,02/08/2024,01/10/2024,21311.28,.00,0,CJ087 HOSPITAL MATER DEI SA SANTO AGOSTINHO - BELO HORIZONTE - MG,CJ087,HOSPITAL MATER DEI S/A,16676520000159,,MATEUS AUGUSTO LEME CRISPIM,1x - Pagamento em 60 dias,31/07/2020 18:48,Pago,500 - VENDA A NÃO CONTRIBUINTE
402505,000046331,1,1,02/08/2024,01/10/2024,5188.68,.00,0,CJ337 HEMOLABOR LABORATORIO DE ANALISES CLINICAS - GOIANIA - GO,CJ337,HEMOLABOR - HEMATOLOGIA E LABORATORIO DE PESQUISAS CLINICAS,00418954000119,6236056600,MARIA EDUARDA  SOUZA FARIAS,"3x - Pagto. em 60, 90 e em 120",02/08/2020 16:55,Pago,512 - VENDA A CONTRIBUINTE
402505,000046331,1,3,02/08/2024,30/11/2024,5188.68,.00,0,CJ337 HEMOLABOR LABORATORIO DE ANALISES CLINICAS - GOIANIA - GO,CJ337,HEMOLABOR - HEMATOLOGIA E LABORATORIO DE PESQUISAS CLINICAS,00418954000119,6236056600,MARIA EDUARDA  SOUZA FARIAS,"3x - Pagto. em 60, 90 e em 120",02/08/2020 16:55,Pago,512 - VENDA A CONTRIBUINTE
