ID interno,Data pagamento,Data de vencimento,ID Pagamento,Cliente,Localidade,Número da Fatura,Número da Nota Fiscal,FIDIC,Valor da nota,Valor Já Recebido,Conta bancária,Conta contábil,ID interno,Valor restante,Numero Parcela - ACS,Valor Pago Parcela - ACS,Data de vencimento/Receber até,Data Vencimento - ACS,Categoria de cliente,Data da Transação
706315,14/01/2026,31/01/2026,Pagamento #82870,CJ016 BRADESCO SAUDE - RIO DE JANEIRO - RJ,DF - DISTRIBUIDORA 0004 [5],75171,000067767,Não,36940.00,36940.00,1111207 1.1.1.01.02.007 - Banco Itaú 909-0-[10027],1121101 1.1.2.01.01.001 - Operadoras de Saúde,706315,.00,1,36940.00,,31/01/2026,OPERADORA,17/11/2025
706314,14/01/2026,02/02/2026,Pagamento #82869,CJ016 BRADESCO SAUDE - RIO DE JANEIRO - RJ,DF - DISTRIBUIDORA 0004 [5],75402,000067985,Não,36940.00,36940.00,1111207 1.1.1.01.02.007 - Banco Itaú 909-0-[10027],1121101 1.1.2.01.01.001 - Operadoras de Saúde,706314,.00,1,36940.00,,02/02/2026,OPERADORA,19/11/2025
706309,14/01/2026,01/02/2026,Pagamento #82867,CJ016 BRADESCO SAUDE - RIO DE JANEIRO - RJ,DF - DISTRIBUIDORA 0004 [5],75321,000067909,Não,36940.00,36940.00,1111207 1.1.1.01.02.007 - Banco Itaú 909-0-[10027],1121101 1.1.2.01.01.001 - Operadoras de Saúde,706309,.00,1,36940.00,,01/02/2026,OPERADORA,18/11/2025
706307,14/01/2026,01/02/2026,Pagamento #82866,CJ016 BRADESCO SAUDE - RIO DE JANEIRO - RJ,DF - DISTRIBUIDORA 0004 [5],75297,000067887,Não,34546.91,34546.91,1111207 1.1.1.01.02.007 - Banco Itaú 909-0-[10027],1121101 1.1.2.01.01.001 - Operadoras de Saúde,706307,.00,1,34546.91,,01/02/2026,OPERADORA,18/11/2025
706305,14/01/2026,01/02/2026,Pagamento #82865,CJ016 BRADESCO SAUDE - RIO DE JANEIRO - RJ,DF - DISTRIBUIDORA 0004 [5],75338,000067926,Não,34546.91,34546.91,1111207 1.1.1.01.02.007 - Banco Itaú 909-0-[10027],1121101 1.1.2.01.01.001 - Operadoras de Saúde,706305,.00,1,34546.91,,01/02/2026,OPERADORA,18/11/2025
706304,14/01/2026,31/01/2026,Pagamento #82864,CJ016 BRADESCO SAUDE - RIO DE JANEIRO - RJ,DF - DISTRIBUIDORA 0004 [5],75172,000067769,Não,31347.32,31347.32,1111207 1.1.1.01.02.007 - Banco Itaú 909-0-[10027],1121101 1.1.2.01.01.001 - Operadoras de Saúde,706304,.00,1,31347.32,,31/01/2026,OPERADORA,17/11/2025
706303,14/01/2026,01/02/2026,Pagamento #82863,CJ016 BRADESCO SAUDE - RIO DE JANEIRO - RJ,DF - DISTRIBUIDORA 0004 [5],75280,000067870,Não,30158.01,30158.01,1111207 1.1.1.01.02.007 - Banco Itaú 909-0-[10027],1121101 1.1.2.01.01.001 - Operadoras de Saúde,706303,.00,1,30158.01,,01/02/2026,OPERADORA,18/11/2025
706301,14/01/2026,02/02/2026,Pagamento #82862,CJ016 BRADESCO SAUDE - RIO DE JANEIRO - RJ,DF - DISTRIBUIDORA 0004 [5],75416,000067997,Não,2152.50,2152.50,1111207 1.1.1.01.02.007 - Banco Itaú 909-0-[10027],1121101 1.1.2.01.01.001 - Operadoras de Saúde,706301,.00,1,2152.50,,02/02/2026,OPERADORA,19/11/2025
706177,23/01/2026,26/01/2026,Pagamento #82861,CJ3228 UNIMED HOSPITAL SAO DOMINGOS - CATANDUVA - SP,DF - DISTRIBUIDORA 0004 [5],74099,000066795,Sim,78530.12,78530.12,1111242 1.1.1.01.02.042 - Banco Kanastra RJ   936-9,1121102 1.1.2.01.01.002 - Clínicas e Hospitais,706177,.00,3,26176.70,,26/01/2026,HOSPITAL,03/11/2025
706176,23/01/2026,22/01/2026,Pagamento #82860,CJ164 UNIMED DE VOLTA REDONDA - RJ,RJ - DISTRIBUIDORA 0001 [1],73326,000200478,Sim,18785.96,18785.96,1111242 1.1.1.01.02.042 - Banco Kanastra RJ   936-9,1121102 1.1.2.01.01.002 - Clínicas e Hospitais,706176,.00,3,6261.98,,22/01/2026,HOSPITAL,24/10/2025
706175,23/01/2026,23/01/2026,Pagamento #82859,CJ4809 IMUNOPAR - CURITIBA - PR,DF - DISTRIBUIDORA 0004 [5],72962,000065781,Não,4882.03,4882.03,1111242 1.1.1.01.02.042 - Banco Kanastra RJ   936-9,1121102 1.1.2.01.01.002 - Clínicas e Hospitais,706175,.00,1,4882.03,,23/01/2026,CLINICA,20/10/2025
706169,07/01/2026,28/01/2026,Pagamento #82858,CJ016 BRADESCO SAUDE - RIO DE JANEIRO - RJ,DF - DISTRIBUIDORA 0004 [5],75035,000067638,Não,36920.00,36920.00,1111207 1.1.1.01.02.007 - Banco Itaú 909-0-[10027],1121101 1.1.2.01.01.001 - Operadoras de Saúde,706169,.00,1,36920.00,,28/01/2026,OPERADORA,14/11/2025
706168,07/01/2026,26/01/2026,Pagamento #82857,CJ016 BRADESCO SAUDE - RIO DE JANEIRO - RJ,DF - DISTRIBUIDORA 0004 [5],74887,000067495,Não,34546.91,34546.91,1111207 1.1.1.01.02.007 - Banco Itaú 909-0-[10027],1121101 1.1.2.01.01.001 - Operadoras de Saúde,706168,.00,1,34546.91,,26/01/2026,OPERADORA,12/11/2025
706166,07/01/2026,13/01/2026,Pagamento #82856,CJ016 BRADESCO SAUDE - RIO DE JANEIRO - RJ,DF - DISTRIBUIDORA 0004 [5],73813,000066535,Não,34546.91,34546.91,1111207 1.1.1.01.02.007 - Banco Itaú 909-0-[10027],1121101 1.1.2.01.01.001 - Operadoras de Saúde,706166,.00,1,34546.91,,13/01/2026,OPERADORA,30/10/2025
706164,07/01/2026,26/01/2026,Pagamento #82855,CJ016 BRADESCO SAUDE - RIO DE JANEIRO - RJ,DF - DISTRIBUIDORA 0004 [5],74826,000067439,Não,34546.91,34546.91,1111207 1.1.1.01.02.007 - Banco Itaú 909-0-[10027],1121101 1.1.2.01.01.001 - Operadoras de Saúde,706164,.00,1,34546.91,,26/01/2026,OPERADORA,12/11/2025
706162,07/01/2026,26/01/2026,Pagamento #82854,CJ016 BRADESCO SAUDE - RIO DE JANEIRO - RJ,DF - DISTRIBUIDORA 0004 [5],74888,000067497,Não,34546.91,34546.91,1111207 1.1.1.01.02.007 - Banco Itaú 909-0-[10027],1121101 1.1.2.01.01.001 - Operadoras de Saúde,706162,.00,1,34546.91,,26/01/2026,OPERADORA,12/11/2025
706154,07/01/2026,20/01/2026,Pagamento #82853,CJ016 BRADESCO SAUDE - RIO DE JANEIRO - RJ,DF - DISTRIBUIDORA 0004 [5],74409,000067056,Não,34546.91,34546.91,1111207 1.1.1.01.02.007 - Banco Itaú 909-0-[10027],1121101 1.1.2.01.01.001 - Operadoras de Saúde,706154,.00,1,34546.91,,20/01/2026,OPERADORA,06/11/2025
706152,07/01/2026,19/01/2026,Pagamento #82852,CJ016 BRADESCO SAUDE - RIO DE JANEIRO - RJ,DF - DISTRIBUIDORA 0004 [5],74276,000066949,Não,31347.32,31347.32,1111207 1.1.1.01.02.007 - Banco Itaú 909-0-[10027],1121101 1.1.2.01.01.001 - Operadoras de Saúde,706152,.00,1,31347.32,,19/01/2026,OPERADORA,05/11/2025
706150,07/01/2026,18/01/2026,Pagamento #82851,CJ016 BRADESCO SAUDE - RIO DE JANEIRO - RJ,DF - DISTRIBUIDORA 0004 [5],74190,000066869,Não,31347.32,31347.32,1111207 1.1.1.01.02.007 - Banco Itaú 909-0-[10027],1121101 1.1.2.01.01.001 - Operadoras de Saúde,706150,.00,1,31347.32,,18/01/2026,OPERADORA,04/11/2025
706149,07/01/2026,28/01/2026,Pagamento #82850,CJ016 BRADESCO SAUDE - RIO DE JANEIRO - RJ,DF - DISTRIBUIDORA 0004 [5],75090,000067691,Não,13810.23,13810.23,1111207 1.1.1.01.02.007 - Banco Itaú 909-0-[10027],1121101 1.1.2.01.01.001 - Operadoras de Saúde,706149,.00,1,13810.23,,28/01/2026,OPERADORA,14/11/2025
706147,07/01/2026,12/01/2026,Pagamento #82849,CJ016 BRADESCO SAUDE - RIO DE JANEIRO - RJ,DF - DISTRIBUIDORA 0004 [5],73767,000066484,Não,9831.99,9831.99,1111207 1.1.1.01.02.007 - Banco Itaú 909-0-[10027],1121101 1.1.2.01.01.001 - Operadoras de Saúde,706147,.00,1,9831.99,,12/01/2026,OPERADORA,29/10/2025
706144,07/01/2026,17/01/2026,Pagamento #82848,CJ016 BRADESCO SAUDE - RIO DE JANEIRO - RJ,DF - DISTRIBUIDORA 0004 [5],74013,000066731,Não,9831.99,9831.99,1111207 1.1.1.01.02.007 - Banco Itaú 909-0-[10027],1121101 1.1.2.01.01.001 - Operadoras de Saúde,706144,.00,1,9831.99,,17/01/2026,OPERADORA,03/11/2025
706143,07/01/2026,21/01/2026,Pagamento #82847,CJ016 BRADESCO SAUDE - RIO DE JANEIRO - RJ,DF - DISTRIBUIDORA 0004 [5],74501,000067149,Não,4305.00,4305.00,1111207 1.1.1.01.02.007 - Banco Itaú 909-0-[10027],1121101 1.1.2.01.01.001 - Operadoras de Saúde,706143,.00,1,4305.00,,21/01/2026,OPERADORA,07/11/2025
706011,23/01/2026,28/02/2026,Pagamento #82846,CJ3034 UNIMED GUAXUPE - MG,DF - DISTRIBUIDORA 0004 [5],78858,000071015,Sim,38113.56,38113.56,2111127 2.1.1.01.01.027 - Day Maxx 2 F.I.D.C.,1121101 1.1.2.01.01.001 - Operadoras de Saúde,706011,.00,1,12704.52,,29/01/2026,OPERADORA,30/12/2025
706010,23/01/2026,23/01/2026,Pagamento #82845,CJ4025 HOSPITAL ANCHIETA - TAGUATINGA - DF,DF - DISTRIBUIDORA 0004 [5],77141,000069533,Sim,8359.20,8359.20,2111127 2.1.1.01.01.027 - Day Maxx 2 F.I.D.C.,1121103 1.1.2.01.01.003 - Outros Clientes Pessoa Jurídica,706010,.00,1,8359.20,,23/01/2026,HOSPITAL,09/12/2025
705874,10/11/2025,05/12/2025,Pagamento #82844,CJ139 SANTA CASA DA MISERICORDIA DE SAO JOAO DEL REI - MG,DF - DISTRIBUIDORA 0004 [5],71947,000064909,Sim,2510.06,2510.06,1111226 1.1.1.01.02.026 - Banco Daycoval 710-0,1121102 1.1.2.01.01.002 - Clínicas e Hospitais,705874,.00,1,1255.03,,05/11/2025,HOSPITAL,06/10/2025
705768,18/11/2025,10/11/2025,Pagamento #82843,CJ348 IMO - INSTITUTO DE MASTOLOGIA E ONCOLOGIA - GOIANIA - GO,DF - DISTRIBUIDORA 0004 [5],68192,000061543,Sim,30148.60,30148.60,1111312 1.1.1.01.03.012 - Banco ASA - 318-3,1121102 1.1.2.01.01.002 - Clínicas e Hospitais,705768,.00,3,10049.54,,10/11/2025,HOSPITAL,12/08/2025
705358,01/12/2025,01/12/2025,Pagamento #82842,CJ3873 ABC DATASAUDE SERVICOS FARMACEUTICOS - HORTOLANDIA - SP,DF - DISTRIBUIDORA 0004 [5],71771,000064746,Sim,33363.53,33363.53,1111312 1.1.1.01.03.012 - Banco ASA - 318-3,1121103 1.1.2.01.01.003 - Outros Clientes Pessoa Jurídica,705358,.00,2,16681.77,,01/12/2025,FARMÁCIAS E DROGARIAS,02/10/2025
705355,24/11/2025,28/01/2026,Pagamento #82841,CJ5762 ABC FARMACEUTICO - VILA VELHA -ES,DF - DISTRIBUIDORA 0004 [5],71582,000064595,Sim,89118.45,89118.45,1111312 1.1.1.01.03.012 - Banco ASA - 318-3,1121101 1.1.2.01.01.001 - Operadoras de Saúde,705355,.00,3,29706.15,,28/01/2026,DISTRIBUIDORA,30/09/2025
705284,23/01/2026,18/04/2026,Pagamento #82840,CJ186 HOSPITAL UNIMED VITORIA - ES,DF - DISTRIBUIDORA 0004 [5],78288,000070543,Não,139787.90,139787.90,1111201 1.1.1.01.02.001 - Banco do Brasil 288-8-[10021],1121102 1.1.2.01.01.002 - Clínicas e Hospitais,705284,.00,1,34946.98,,23/01/2026,HOSPITAL,19/12/2025
705283,23/01/2026,18/04/2026,Pagamento #82839,CJ186 HOSPITAL UNIMED VITORIA - ES,DF - DISTRIBUIDORA 0004 [5],78287,000070542,Não,66428.21,66428.21,1111201 1.1.1.01.02.001 - Banco do Brasil 288-8-[10021],1121102 1.1.2.01.01.002 - Clínicas e Hospitais,705283,.00,1,16607.05,,23/01/2026,HOSPITAL,19/12/2025
705281,23/01/2026,24/03/2026,Pagamento #82837,CJ186 HOSPITAL UNIMED VITORIA - ES,DF - DISTRIBUIDORA 0004 [5],75609,000068175,Não,31079.54,31079.54,1111201 1.1.1.01.02.001 - Banco do Brasil 288-8-[10021],1121102 1.1.2.01.01.002 - Clínicas e Hospitais,705281,.00,2,7769.89,,23/01/2026,HOSPITAL,24/11/2025
705280,23/01/2026,24/03/2026,Pagamento #82836,CJ186 HOSPITAL UNIMED VITORIA - ES,DF - DISTRIBUIDORA 0004 [5],75568,000068145,Não,29724.80,29724.80,1111201 1.1.1.01.02.001 - Banco do Brasil 288-8-[10021],1121102 1.1.2.01.01.002 - Clínicas e Hospitais,705280,.00,2,7431.20,,23/01/2026,HOSPITAL,24/11/2025
705279,23/01/2026,24/03/2026,Pagamento #82835,CJ186 HOSPITAL UNIMED VITORIA - ES,DF - DISTRIBUIDORA 0004 [5],75535,000068107,Não,35452.00,35452.00,1111201 1.1.1.01.02.001 - Banco do Brasil 288-8-[10021],1121102 1.1.2.01.01.002 - Clínicas e Hospitais,705279,.00,2,8863.00,,23/01/2026,HOSPITAL,24/11/2025
705278,23/01/2026,21/02/2026,Pagamento #82834,CJ6122 CANCER CENTER ONCOCLINICAS BELO HORIZONTE - MG,DF - DISTRIBUIDORA 0004 [5],78504,000070720,Sim,222620.00,222620.00,1111242 1.1.1.01.02.042 - Banco Kanastra RJ   936-9,1121102 1.1.2.01.01.002 - Clínicas e Hospitais,705278,.00,1,111310.00,,26/01/2026,CLINICA,23/12/2025
705277,23/01/2026,23/01/2026,Pagamento #82833,CJ3121 UNIMED ALTA MOGIANA - ORLANDIA - SP,DF - DISTRIBUIDORA 0004 [5],78668,000070833,Sim,31511.89,31511.89,1111242 1.1.1.01.02.042 - Banco Kanastra RJ   936-9,1121101 1.1.2.01.01.001 - Operadoras de Saúde,705277,.00,1,31511.89,,23/01/2026,OPERADORA,24/12/2025
705276,23/01/2026,22/02/2026,Pagamento #82832,CJ048 HOSPITAL SAO JOSE DO AVAI - ITAPERUNA - RJ,RJ - DISTRIBUIDORA 0001 [1],78656,000200965,Sim,3752.44,3752.44,1111242 1.1.1.01.02.042 - Banco Kanastra RJ   936-9,1121102 1.1.2.01.01.002 - Clínicas e Hospitais,705276,.00,1,1876.22,,23/01/2026,CLINICA,24/12/2025
705275,23/01/2026,21/02/2026,Pagamento #82831,CJ2653 HOSPITAL ONCOVIDA - MONTES CLAROS - MG,DF - DISTRIBUIDORA 0004 [5],78563,000070749,Sim,26595.00,26595.00,1111242 1.1.1.01.02.042 - Banco Kanastra RJ   936-9,1121102 1.1.2.01.01.002 - Clínicas e Hospitais,705275,.00,1,13297.50,,22/01/2026,HOSPITAL,23/12/2025
705274,23/01/2026,21/02/2026,Pagamento #82830,CJ091 HOSPITAL PRAIA DA COSTA - VILA VELHA - ES,DF - DISTRIBUIDORA 0004 [5],78560,000070744,Sim,24890.00,24890.00,1111242 1.1.1.01.02.042 - Banco Kanastra RJ   936-9,1121102 1.1.2.01.01.002 - Clínicas e Hospitais,705274,.00,1,12445.00,,22/01/2026,HOSPITAL,23/12/2025
705273,23/01/2026,22/01/2026,Pagamento #82829,CJ4971 MEDSENIOR - PRONTO SOCORRO - RIO DE JANEIRO - RJ,RJ - DISTRIBUIDORA 0001 [1],78532,000200940,Sim,25634.37,25634.37,1111242 1.1.1.01.02.042 - Banco Kanastra RJ   936-9,1121102 1.1.2.01.01.002 - Clínicas e Hospitais,705273,.00,1,25634.37,,22/01/2026,CLINICA,23/12/2025
705272,23/01/2026,22/01/2026,Pagamento #82828,CJ3032 PRONTO SOCORRO MEDSENIOR - BELO HORIZONTE - MG,DF - DISTRIBUIDORA 0004 [5],78534,000070728,Sim,13987.80,13987.80,1111242 1.1.1.01.02.042 - Banco Kanastra RJ   936-9,1121102 1.1.2.01.01.002 - Clínicas e Hospitais,705272,.00,1,13987.80,,22/01/2026,CLINICA,23/12/2025
705271,23/01/2026,22/01/2026,Pagamento #82827,CJ6097 ONCOCLINICA CANOAS - RS,DF - DISTRIBUIDORA 0004 [5],78512,000070714,Sim,20828.00,20828.00,1111242 1.1.1.01.02.042 - Banco Kanastra RJ   936-9,1121102 1.1.2.01.01.002 - Clínicas e Hospitais,705271,.00,1,20828.00,,22/01/2026,CLINICA,23/12/2025
705270,23/01/2026,21/02/2026,Pagamento #82826,CJ3566 HOSPITAL UNIMED CRICIUMA - SC,DF - DISTRIBUIDORA 0004 [5],78509,000070707,Sim,29196.23,29196.23,1111242 1.1.1.01.02.042 - Banco Kanastra RJ   936-9,1121102 1.1.2.01.01.002 - Clínicas e Hospitais,705270,.00,1,14598.12,,22/01/2026,HOSPITAL,23/12/2025
705269,23/01/2026,22/01/2026,Pagamento #82825,CJ3032 PRONTO SOCORRO MEDSENIOR - BELO HORIZONTE - MG,DF - DISTRIBUIDORA 0004 [5],78502,000070703,Sim,13987.80,13987.80,1111242 1.1.1.01.02.042 - Banco Kanastra RJ   936-9,1121102 1.1.2.01.01.002 - Clínicas e Hospitais,705269,.00,1,13987.80,,22/01/2026,CLINICA,23/12/2025
705268,23/01/2026,22/01/2026,Pagamento #82824,CJ4273 ONCOLOGIA MANTEVIDA - BRASILIA - DF,DF - DISTRIBUIDORA 0004 [5],78499,000070696,Sim,7457.86,7457.86,1111242 1.1.1.01.02.042 - Banco Kanastra RJ   936-9,1121102 1.1.2.01.01.002 - Clínicas e Hospitais,705268,.00,1,7457.86,,22/01/2026,CLINICA,23/12/2025
705267,23/01/2026,08/02/2026,Pagamento #82823,CJ4273 ONCOLOGIA MANTEVIDA - BRASILIA - DF,DF - DISTRIBUIDORA 0004 [5],77328,000069708,Sim,39067.75,39067.75,1111242 1.1.1.01.02.042 - Banco Kanastra RJ   936-9,1121102 1.1.2.01.01.002 - Clínicas e Hospitais,705267,.00,2,13022.58,,24/01/2026,CLINICA,10/12/2025
705266,23/01/2026,23/01/2026,Pagamento #82822,CJ152 UNIMED CAMPOS DOS GOYTACAZES - RJ,RJ - DISTRIBUIDORA 0001 [1],77234,000200801,Sim,76395.80,76395.80,1111242 1.1.1.01.02.042 - Banco Kanastra RJ   936-9,1121102 1.1.2.01.01.002 - Clínicas e Hospitais,705266,.00,2,38197.90,,23/01/2026,HOSPITAL,09/12/2025
705265,23/01/2026,23/01/2026,Pagamento #82821,CJ5486 ONCOCLINICAS AIO INSTITUTO DE CANCER MATRIZ - BRASÍLIA - DF,DF - DISTRIBUIDORA 0004 [5],77160,000069550,Sim,161209.04,161209.04,1111242 1.1.1.01.02.042 - Banco Kanastra RJ   936-9,1121102 1.1.2.01.01.002 - Clínicas e Hospitais,705265,.00,2,80604.52,,23/01/2026,CLINICA,09/12/2025
705264,23/01/2026,20/02/2026,Pagamento #82820,CJ4728 CENTRO ONCOLOGICO DEVITA - SOROCABA - SP,DF - DISTRIBUIDORA 0004 [5],76152,000068649,Sim,8530.00,8530.00,1111242 1.1.1.01.02.042 - Banco Kanastra RJ   936-9,1121102 1.1.2.01.01.002 - Clínicas e Hospitais,705264,.00,2,2843.33,,23/01/2026,CLINICA,28/11/2025
705263,23/01/2026,20/02/2026,Pagamento #82819,CJ4728 CENTRO ONCOLOGICO DEVITA - SOROCABA - SP,DF - DISTRIBUIDORA 0004 [5],76149,000068646,Sim,16679.12,16679.12,1111242 1.1.1.01.02.042 - Banco Kanastra RJ   936-9,1121102 1.1.2.01.01.002 - Clínicas e Hospitais,705263,.00,2,5559.71,,23/01/2026,CLINICA,28/11/2025
705262,23/01/2026,23/02/2026,Pagamento #82818,CJ5856 UNIMED ONCOLOGIA E INFUSOES - DOURADOS - MS,DF - DISTRIBUIDORA 0004 [5],75790,000068340,Sim,31656.09,31656.09,1111242 1.1.1.01.02.042 - Banco Kanastra RJ   936-9,1121103 1.1.2.01.01.003 - Outros Clientes Pessoa Jurídica,705262,.00,2,10552.03,,24/01/2026,CLINICA,25/11/2025
705261,23/01/2026,24/01/2026,Pagamento #82817,CJ3228 UNIMED HOSPITAL SAO DOMINGOS - CATANDUVA - SP,DF - DISTRIBUIDORA 0004 [5],75759,000068318,Sim,2242.22,2242.22,1111242 1.1.1.01.02.042 - Banco Kanastra RJ   936-9,1121102 1.1.2.01.01.002 - Clínicas e Hospitais,705261,.00,2,1121.11,,24/01/2026,HOSPITAL,25/11/2025
705260,23/01/2026,23/01/2026,Pagamento #82816,CJ4807 ANIMO - GUARAPUAVA - PR,SC - DISTRIBUIDORA 0006 [8],75584,000002749,Sim,65676.54,65676.54,1111242 1.1.1.01.02.042 - Banco Kanastra RJ   936-9,1121102 1.1.2.01.01.002 - Clínicas e Hospitais,705260,.00,3,21892.18,,23/01/2026,CLINICA,24/11/2025
705259,23/01/2026,23/01/2026,Pagamento #82815,CJ4130 CIASU - CENTRO INTEGRADO DE ASSISTENCIA A SAUDE UNIMED - MARINGA - PR,SC - DISTRIBUIDORA 0006 [8],75559,000002743,Sim,26650.10,26650.10,1111242 1.1.1.01.02.042 - Banco Kanastra RJ   936-9,1121102 1.1.2.01.01.002 - Clínicas e Hospitais,705259,.00,3,8883.36,,23/01/2026,HOSPITAL,24/11/2025
705258,23/01/2026,22/02/2026,Pagamento #82814,CJ4667 HOSPITAL UNIMED CUIABA - MT,DF - DISTRIBUIDORA 0004 [5],75541,000068126,Sim,32617.00,32617.00,1111242 1.1.1.01.02.042 - Banco Kanastra RJ   936-9,1121102 1.1.2.01.01.002 - Clínicas e Hospitais,705258,.00,2,10872.33,,23/01/2026,HOSPITAL,24/11/2025
705257,23/01/2026,23/01/2026,Pagamento #82813,CJ5310 HOSPITAL UNIMED CAXIAS DO SUL - RS,DF - DISTRIBUIDORA 0004 [5],75565,000068142,Sim,32032.80,32032.80,1111242 1.1.1.01.02.042 - Banco Kanastra RJ   936-9,1121102 1.1.2.01.01.002 - Clínicas e Hospitais,705257,.00,2,16016.40,,23/01/2026,HOSPITAL,24/11/2025
705256,23/01/2026,22/02/2026,Pagamento #82812,CJ182 SANTOS DUMONT HOSPITAL - UNIDADE TIVOLI - SAO JOSE DOS CAMPO - SP,DF - DISTRIBUIDORA 0004 [5],75563,000068141,Sim,27932.40,27932.40,1111242 1.1.1.01.02.042 - Banco Kanastra RJ   936-9,1121102 1.1.2.01.01.002 - Clínicas e Hospitais,705256,.00,2,9310.80,,23/01/2026,HOSPITAL,24/11/2025
705255,23/01/2026,22/02/2026,Pagamento #82811,CJ4667 HOSPITAL UNIMED CUIABA - MT,DF - DISTRIBUIDORA 0004 [5],75537,000068111,Sim,65234.00,65234.00,1111242 1.1.1.01.02.042 - Banco Kanastra RJ   936-9,1121102 1.1.2.01.01.002 - Clínicas e Hospitais,705255,.00,2,21744.67,,23/01/2026,HOSPITAL,24/11/2025
705254,23/01/2026,23/01/2026,Pagamento #82810,CJ5791 ONCO PRIME - RONDONOPOLIS - MT,DF - DISTRIBUIDORA 0004 [5],75556,000068120,Sim,27022.73,27022.73,1111242 1.1.1.01.02.042 - Banco Kanastra RJ   936-9,1121102 1.1.2.01.01.002 - Clínicas e Hospitais,705254,.00,1,27022.73,,23/01/2026,HOSPITAL,24/11/2025
705253,23/01/2026,22/02/2026,Pagamento #82809,CJ4824 SANTA CASA DE MONTES CLAROS - MG,DF - DISTRIBUIDORA 0004 [5],75560,000068138,Sim,243871.30,243871.30,1111242 1.1.1.01.02.042 - Banco Kanastra RJ   936-9,1121102 1.1.2.01.01.002 - Clínicas e Hospitais,705253,.00,2,81290.43,,23/01/2026,HOSPITAL,24/11/2025
705252,23/01/2026,22/02/2026,Pagamento #82808,CJ183 UNIMED DE SAO JOSE DO RIO PRETO - JARDIM ALTO DO RIO PRETO - SP,DF - DISTRIBUIDORA 0004 [5],75550,000068125,Sim,57905.50,57905.50,1111242 1.1.1.01.02.042 - Banco Kanastra RJ   936-9,1121102 1.1.2.01.01.002 - Clínicas e Hospitais,705252,.00,2,19301.83,,23/01/2026,HOSPITAL,24/11/2025
705251,23/01/2026,22/02/2026,Pagamento #82807,CJ5846 ONCOJARAGUA - JARAGUA DO SUL - SC,DF - DISTRIBUIDORA 0004 [5],75558,000068124,Sim,3925.80,3925.80,1111242 1.1.1.01.02.042 - Banco Kanastra RJ   936-9,1121102 1.1.2.01.01.002 - Clínicas e Hospitais,705251,.00,2,1308.60,,23/01/2026,CLINICA,24/11/2025
705250,23/01/2026,22/02/2026,Pagamento #82806,CJ3803 UNIMED UBERABA - MG,DF - DISTRIBUIDORA 0004 [5],75551,000068127,Sim,31101.91,31101.91,1111242 1.1.1.01.02.042 - Banco Kanastra RJ   936-9,1121101 1.1.2.01.01.001 - Operadoras de Saúde,705250,.00,2,10367.30,,23/01/2026,OPERADORA,24/11/2025
705249,23/01/2026,22/02/2026,Pagamento #82805,CJ4667 HOSPITAL UNIMED CUIABA - MT,DF - DISTRIBUIDORA 0004 [5],75540,000068121,Sim,32617.00,32617.00,1111242 1.1.1.01.02.042 - Banco Kanastra RJ   936-9,1121102 1.1.2.01.01.002 - Clínicas e Hospitais,705249,.00,2,10872.33,,23/01/2026,HOSPITAL,24/11/2025
705248,23/01/2026,22/02/2026,Pagamento #82804,CJ5077 GAMSO - BELEM - PA,DF - DISTRIBUIDORA 0004 [5],75538,000068112,Sim,28073.00,28073.00,1111242 1.1.1.01.02.042 - Banco Kanastra RJ   936-9,1121102 1.1.2.01.01.002 - Clínicas e Hospitais,705248,.00,2,9357.67,,23/01/2026,HOSPITAL,24/11/2025
705247,23/01/2026,23/01/2026,Pagamento #82803,CJ4996 NUCLEO DE ATENCAO INTEGRAL A SAUDE - UNIMED SOROCABA - SP,DF - DISTRIBUIDORA 0004 [5],75539,000068119,Sim,42827.79,42827.79,1111242 1.1.1.01.02.042 - Banco Kanastra RJ   936-9,1121103 1.1.2.01.01.003 - Outros Clientes Pessoa Jurídica,705247,.00,2,21413.89,,23/01/2026,CLINICA,24/11/2025
705246,23/01/2026,23/01/2026,Pagamento #82802,CJ4996 NUCLEO DE ATENCAO INTEGRAL A SAUDE - UNIMED SOROCABA - SP,DF - DISTRIBUIDORA 0004 [5],75534,000068117,Sim,6605.00,6605.00,1111242 1.1.1.01.02.042 - Banco Kanastra RJ   936-9,1121103 1.1.2.01.01.003 - Outros Clientes Pessoa Jurídica,705246,.00,2,3302.50,,23/01/2026,CLINICA,24/11/2025
705245,23/01/2026,23/01/2026,Pagamento #82801,CJ5782 ONCOCENTER - CUIABÁ - MT,DF - DISTRIBUIDORA 0004 [5],75536,000068109,Sim,67525.90,67525.90,1111242 1.1.1.01.02.042 - Banco Kanastra RJ   936-9,1121102 1.1.2.01.01.002 - Clínicas e Hospitais,705245,.00,2,33762.95,,23/01/2026,HOSPITAL,24/11/2025
705244,23/01/2026,23/01/2026,Pagamento #82800,CJ4996 NUCLEO DE ATENCAO INTEGRAL A SAUDE - UNIMED SOROCABA - SP,DF - DISTRIBUIDORA 0004 [5],75531,000068114,Sim,5833.20,5833.20,1111242 1.1.1.01.02.042 - Banco Kanastra RJ   936-9,1121103 1.1.2.01.01.003 - Outros Clientes Pessoa Jurídica,705244,.00,2,2916.60,,23/01/2026,CLINICA,24/11/2025
